,name,Clothes,Ears,Eyes,Fur,Hat,Mouth,asset_id,trait_n,Clothes_rarity,Ears_rarity,Eyes_rarity,Fur_rarity,Hat_rarity,Mouth_rarity,trait_n_rarity,factoral_rarity,rarity_rank
155,ApeGang #5109,Mexican,Silver Hoop,,Grey,Iron Man,,3491,4,0.0243,0.0482,0.3104,0.0815,0.0015,0.3141,0.3968,749.7612668918937,36
156,ApeGang #167,Toga,,,Grey,Iron Man,,3491,3,0.026,0.7565,0.3104,0.0815,0.0015,0.3141,0.2239,729.5916493763543,39
157,ApeGang #5680,,,Scar,Zombie,Sushi Chef,Snake,3491,4,0.2202,0.7565,0.0347,0.0028,0.0181,0.033,0.3968,479.8963144574195,68
158,ApeGang #8318,Pimp Coat,,,Zombie,,Beard,3491,3,0.0253,0.7565,0.3104,0.0028,0.3096,0.0309,0.2239,441.27078868866545,82
159,ApeGang #3030,Purple Hoodie,,Eye Patch,Robot,Banana,,3491,4,0.0232,0.7565,0.0336,0.0035,0.0172,0.3141,0.3968,423.74491145030004,88
160,ApeGang #2723,Hippie,,,Robot,Headphone,Grillz,3491,4,0.0247,0.7565,0.3104,0.0035,0.02,0.0378,0.3968,409.7188299691179,104
161,ApeGang #848,Space Suit,,Sad,White,Hippie Bandana,Flames,3491,5,0.0046,0.7565,0.0322,0.0402,0.0182,0.0341,0.2848,362.4265080215163,173
162,ApeGang #2754,Devil Wings,,Hippie Glasses,Brown,Cap,Baby Pacifier,3491,5,0.0045,0.7565,0.0341,0.4242,0.0175,0.0337,0.2848,345.55467468150283,204
163,ApeGang #1655,,,,Black,Batman,,3491,2,0.2202,0.7565,0.3104,0.0868,0.0037,0.3141,0.0388,319.8327555496996,244
164,ApeGang #1958,,,Gold Sunglasses,Brown,Joker Hair,,3491,3,0.2202,0.7565,0.0471,0.4242,0.0036,0.3141,0.2239,314.8797610586059,251
165,ApeGang #4951,Devil Wings,,Strabismus,Strong Dark Brown,,,3491,3,0.0045,0.7565,0.0149,0.1097,0.3096,0.3141,0.2239,310.65391673805567,258
166,ApeGang #2832,Devil Wings,Bluetooth Earpiece,Scar,Brown,,Drool Rainbow,3491,5,0.0045,0.052,0.0347,0.4242,0.3096,0.0326,0.2848,310.04487059305814,259
167,ApeGang #7819,Angel Wings,,Heart,Strong Dark Brown,War Bonnet,Snake,3491,5,0.0061,0.7565,0.033,0.1097,0.0174,0.033,0.2848,295.96063450646284,273
168,ApeGang #9886,Devil Wings,,Monocle,Brown,,,3491,3,0.0045,0.7565,0.034,0.4242,0.3096,0.3141,0.2239,266.19319579661993,317
169,ApeGang #9765,Angel Wings,,,Cream,Red NBA Headband,Angry,3491,4,0.0061,0.7565,0.3104,0.0845,0.0202,0.0309,0.3968,264.699843638402,321
170,ApeGang #3159,Space Suit,Diamond Stud,,Grey,,,3491,3,0.0046,0.0483,0.3104,0.0815,0.3096,0.3141,0.2239,264.46677943816104,322
171,ApeGang #8317,Blue Hoodie,,Blind,Red Devil,Yellow NBA Headband,Shocked,3491,5,0.0233,0.7565,0.0144,0.0162,0.0186,0.0316,0.2848,264.3334179427525,323
172,ApeGang #7480,Winter Coat,Gold Hoop,Diving Mask,Cream,Magician,Joker,3491,6,0.0251,0.0475,0.0158,0.0845,0.0213,0.0171,0.0546,259.76163508255286,333
173,ApeGang #6497,Batman,,Sad,Rainbow,Green Beanie,Baby Pacifier,3491,5,0.0123,0.7565,0.0322,0.0195,0.0166,0.0337,0.2848,258.3864322916612,338
174,ApeGang #1395,Angel Wings,Silver Hoop,,Brown,,Joker,3491,4,0.0061,0.0482,0.3104,0.4242,0.3096,0.0171,0.3968,254.49000989012362,355
175,ApeGang #5649,Angel Wings,,Closed,Grey,,Tongue Out,3491,4,0.0061,0.7565,0.0302,0.0815,0.3096,0.0316,0.3968,248.03452979748727,376
176,ApeGang #8161,Red NBA Jersey,,Cyclops,Red Devil,Stuntman Helmet,Bubble Gum,3491,5,0.0248,0.7565,0.0183,0.0162,0.0197,0.028,0.2848,248.00460450463086,377
177,ApeGang #1695,Joker,,Diving Mask,Strong Dark Brown,Halo,Grillz,3491,5,0.012,0.7565,0.0158,0.1097,0.0173,0.0378,0.2848,244.83185054003656,391
178,ApeGang #2215,Iron Man,,Rainbow Sunglasses,Tiger,Brain,Smoke Pipe,3491,5,0.0122,0.7565,0.0176,0.0517,0.0209,0.0311,0.2848,242.96209850948264,403
179,ApeGang #1575,Yellow NBA Jersey,Diamond Stud,High,Brown,Cowboy,Smoke Pipe,3491,6,0.0241,0.0483,0.0148,0.4242,0.0184,0.0311,0.0546,236.9398410815796,445
180,ApeGang #6397,Grey Striped T-Shirt,Diamond Stud,High,Brown,Propeller,Shocked,3491,6,0.0259,0.0483,0.0148,0.4242,0.0184,0.0316,0.0546,233.54733254224854,485
181,ApeGang #643,Military,,Black Sunglasses,Alien,Top Hat,,3491,4,0.0227,0.7565,0.0453,0.0012,0.0168,0.3141,0.3968,966.0107992954308,19
182,ApeGang #5200,,Gold Hoop,,Brown,Iron Man,,3491,3,0.2202,0.0475,0.3104,0.4242,0.0015,0.3141,0.2239,705.4896314402375,46
183,ApeGang #952,,Diamond Stud,,Brown,Iron Man,,3491,3,0.2202,0.0483,0.3104,0.4242,0.0015,0.3141,0.2239,705.1409336087022,47
184,ApeGang #6556,Iron Man,Airpods,,Robot,,,3491,3,0.0122,0.0475,0.3104,0.0035,0.3096,0.3141,0.2239,402.83573310060336,108
185,ApeGang #5721,Space Suit,Gold Hoop,Eye Patch,Cream,Borsalino,Mustache,3491,6,0.0046,0.0475,0.0336,0.0845,0.021,0.0302,0.0546,379.08680893082834,140
186,ApeGang #8148,Space Suit,,Monocle,White,Pirate,Oh,3491,5,0.0046,0.7565,0.034,0.0402,0.0162,0.0286,0.2848,373.2052339915082,149
187,ApeGang #3059,Devil Wings,,,Red Devil,Red NBA Headband,Cigarette,3491,4,0.0045,0.7565,0.3104,0.0162,0.0202,0.0323,0.3968,371.4790079412731,151
188,ApeGang #2448,,,Robot Glasses,Cream,Joker Hair,Yawn,3491,4,0.2202,0.7565,0.0249,0.0845,0.0036,0.0329,0.3968,368.5512410757687,158
189,ApeGang #8879,Devil Wings,,Closed,Zebra,Stuntman Helmet,Covid Mask,3491,5,0.0045,0.7565,0.0302,0.0481,0.0197,0.029,0.2848,366.20211875467567,164
190,ApeGang #9565,Space Suit,,Gold Sunglasses,Cheetah,Cop,Mustache,3491,5,0.0046,0.7565,0.0471,0.0294,0.0195,0.0302,0.2848,361.8640793793082,175
191,ApeGang #171,Devil Wings,,Closed,Black,Cop,Cigarette,3491,5,0.0045,0.7565,0.0302,0.0868,0.0195,0.0323,0.2848,353.9304589553899,187
192,ApeGang #8660,Devil Wings,,Scar,Cream,Fisherman,Baby Pacifier,3491,5,0.0045,0.7565,0.0347,0.0845,0.0198,0.0337,0.2848,347.8867395828747,201
193,ApeGang #6849,Space Suit,Gold Hoop,,White,Laurel,Flames,3491,5,0.0046,0.0475,0.3104,0.0402,0.0208,0.0341,0.2848,347.454879530317,202
194,ApeGang #4972,Angel Wings,Silver Hoop,Hippie Glasses,Brown,Groom,Drool Rainbow,3491,6,0.0061,0.0482,0.0341,0.4242,0.018,0.0326,0.0546,320.9096264841372,243
195,ApeGang #5330,Space Suit,,,Strong Dark Brown,Cowboy,Nose Ring,3491,4,0.0046,0.7565,0.3104,0.1097,0.0184,0.0318,0.3968,319.3651294381662,245
196,ApeGang #1015,Angel Wings,,Alien,Cheetah,,Snake,3491,4,0.0061,0.7565,0.0167,0.0294,0.3096,0.033,0.3968,295.20331401163565,274
197,ApeGang #9697,Toga,Diamond Stud,High,Red Devil,Fisherman,Beard,3491,6,0.026,0.0483,0.0148,0.0162,0.0198,0.0309,0.0546,289.6439632052408,280
198,ApeGang #6172,Space Suit,,,Zebra,,Covid Mask,3491,3,0.0046,0.7565,0.3104,0.0481,0.3096,0.029,0.2239,284.90386405781453,288
199,ApeGang #39,Orange Striped T-Shirt,Airpods,3D Glasses,Rainbow,Top Hat,Covid Mask,3491,6,0.0241,0.0475,0.0315,0.0195,0.0168,0.029,0.0546,257.89607700015785,339
200,ApeGang #3533,Iron Man,,Diving Mask,Tiger,Chef's,Grin Rainbow,3491,5,0.0122,0.7565,0.0158,0.0517,0.0188,0.0327,0.2848,253.20635426069504,359
201,ApeGang #6103,Hotel Porter,,High,White,Laurel,Joker,3491,5,0.0228,0.7565,0.0148,0.0402,0.0208,0.0171,0.2848,247.6924068420767,378
202,ApeGang #6253,Indian,Bluetooth Earpiece,Blind,Cream,Propeller,Corn,3491,6,0.0231,0.052,0.0144,0.0845,0.0184,0.0326,0.0546,247.1372675196259,379
203,ApeGang #2148,Orange Striped T-Shirt,,Devil,Rainbow,Fisherman,Grin Gold,3491,5,0.0241,0.7565,0.0163,0.0195,0.0198,0.0309,0.2848,241.82614353966017,416
204,ApeGang #2207,Magician,Silver Hoop,Albino,White,Brown Beanie,Grillz,3491,6,0.0277,0.0482,0.017,0.0402,0.0187,0.0378,0.0546,238.7931029005297,429
205,ApeGang #4345,Mexican,,Robot,Ghost,Borsalino,,3491,4,0.0243,0.7565,0.0265,0.0007,0.021,0.3141,0.3968,1562.1043264360924,7
206,ApeGang #1566,Grey Striped T-Shirt,,Albino,Alien,Nurse,Grillz,3491,5,0.0259,0.7565,0.017,0.0012,0.0184,0.0378,0.2848,1016.4028669176088,11
207,ApeGang #936,,,,Grey,,,3491,1,0.2202,0.7565,0.3104,0.0815,0.3096,0.3141,0.0011,936.8593739773742,26
208,ApeGang #1067,,,,Strong Dark Brown,,,3491,1,0.2202,0.7565,0.3104,0.1097,0.3096,0.3141,0.0011,933.7052056096563,29
209,ApeGang #4522,Orange Striped T-Shirt,,,Rainbow,Iron Man,,3491,3,0.0241,0.7565,0.3104,0.0195,0.0015,0.3141,0.2239,771.6359994801703,34
210,ApeGang #1241,Orange Hawaiian Shirt ,,Strabismus,Zombie,Brain,Grillz,3491,5,0.0247,0.7565,0.0149,0.0028,0.0209,0.0378,0.2848,543.8778104897716,52
211,ApeGang #56,Purple Hoodie,,,Zombie,Party,Grillz,3491,4,0.0232,0.7565,0.3104,0.0028,0.018,0.0378,0.3968,489.32057526959284,66
212,ApeGang #231,Toga,,,Zombie,Headphone,,3491,3,0.026,0.7565,0.3104,0.0028,0.02,0.3141,0.2239,457.797901202238,73
213,ApeGang #5436,Lumberjack,,,Robot,Purple Beanie,Grin Gold,3491,4,0.0227,0.7565,0.3104,0.0035,0.0159,0.0309,0.3968,432.08637829863244,86
214,ApeGang #2127,Banana Shirt,,,Robot,Brown Beanie,Oh,3491,4,0.0237,0.7565,0.3104,0.0035,0.0187,0.0286,0.3968,423.4130371754935,89
215,ApeGang #434,Pirate,,,Black,Joker Hair,Smoke Pipe,3491,4,0.0233,0.7565,0.3104,0.0868,0.0036,0.0311,0.3968,371.43499871689346,152
216,ApeGang #6672,White Tank Top,,,Black,Batman,Shocked,3491,4,0.0224,0.7565,0.3104,0.0868,0.0037,0.0316,0.3968,365.1431222008611,166
217,ApeGang #7912,Devil Wings,,Heart,Brown,Viking Helmet,Shocked,3491,5,0.0045,0.7565,0.033,0.4242,0.0187,0.0316,0.2848,344.8372495898742,206
218,ApeGang #8938,Batman,Bluetooth Earpiece,Albino,Red Devil,Chef's,Yawn,3491,6,0.0123,0.052,0.017,0.0162,0.0188,0.0329,0.0546,322.98515116722837,237
219,ApeGang #4883,Devil Wings,,,Brown,Horn,Angry,3491,4,0.0045,0.7565,0.3104,0.4242,0.0183,0.0309,0.3968,318.6505569476111,247
220,ApeGang #8253,Angel Wings,,Eye Patch,Tiger,Cop,Oh,3491,5,0.0061,0.7565,0.0336,0.0517,0.0195,0.0286,0.2848,304.11889002687997,265
221,ApeGang #6823,Space Suit,,Monocle,Cream,,Angry,3491,4,0.0046,0.7565,0.034,0.0845,0.3096,0.0309,0.3968,298.07186064322343,271
222,ApeGang #2614,Batman,Silver Hoop,Strabismus,Zebra,Military Helmet,Tongue Out,3491,6,0.0123,0.0482,0.0149,0.0481,0.0178,0.0316,0.0546,296.09217894085776,272
223,ApeGang #3652,Military,Bluetooth Earpiece,Devil,Red Devil,Cowboy,Mustache,3491,6,0.0227,0.052,0.0163,0.0162,0.0184,0.0302,0.0546,292.1371481635866,278
224,ApeGang #8266,Angel Wings,,Gold Sunglasses,Grey,Nurse,Tongue Out,3491,5,0.0061,0.7565,0.0471,0.0815,0.0184,0.0316,0.2848,288.26229611282156,281
225,ApeGang #2410,Angel Wings,,Laser,Brown,Cop,,3491,4,0.0061,0.7565,0.0167,0.4242,0.0195,0.3141,0.3968,284.4798334420465,290
226,ApeGang #3539,Cop,Gold Hoop,Alien,Red Devil,Fisherman,Nose Ring,3491,6,0.0245,0.0475,0.0167,0.0162,0.0198,0.0318,0.0546,283.74420239281807,291
227,ApeGang #9456,Joker,Bluetooth Earpiece,High,Brown,Hotel Porter,Cigarette,3491,6,0.012,0.052,0.0148,0.4242,0.0164,0.0323,0.0546,282.7394291197698,295
228,ApeGang #3619,Angel Wings,,Black Sunglasses,Brown,Sombrero,Covid Mask,3491,5,0.0061,0.7565,0.0453,0.4242,0.0185,0.029,0.2848,281.73678570738133,296
229,ApeGang #7615,Banana Shirt,Diamond Stud,Closed,Rainbow,Cowboy,Grin Rainbow,3491,6,0.0237,0.0483,0.0302,0.0195,0.0184,0.0327,0.0546,250.536544795251,365
230,ApeGang #8171,Joker,Bluetooth Earpiece,Blind,Tiger,Cop,,3491,5,0.012,0.052,0.0144,0.0517,0.0195,0.3141,0.2848,249.32789347231724,370
231,ApeGang #5999,Purple Hoodie,Diamond Stud,Alien,Zebra,Chef's,Yawn,3491,6,0.0232,0.0483,0.0167,0.0481,0.0188,0.0329,0.0546,246.37928678908887,383
232,ApeGang #8147,Batman,,Diving Mask,Black,Hippie Bandana,Yawn,3491,5,0.0123,0.7565,0.0158,0.0868,0.0182,0.0329,0.2848,246.28599431948487,384
233,ApeGang #1420,Grey Striped T-Shirt,Diamond Stud,High,Cream,Viking Helmet,Shocked,3491,6,0.0259,0.0483,0.0148,0.0845,0.0187,0.0316,0.0546,242.15238321579386,413
234,ApeGang #763,Black Suit,Silver Hoop,Alien,Brown,Banana,Oh,3491,6,0.0231,0.0482,0.0167,0.4242,0.0172,0.0286,0.0546,237.6941375365829,438
235,ApeGang #3300,Batman,Gold Hoop,Scar,Brown,Cowboy,Nose Ring,3491,6,0.0123,0.0475,0.0347,0.4242,0.0184,0.0318,0.0546,237.63865226859235,440
236,ApeGang #2130,Military,Diamond Stud,High,Brown,Viking Helmet,Snake,3491,6,0.0227,0.0483,0.0148,0.4242,0.0187,0.033,0.0546,236.77572779303088,446
237,ApeGang #4430,Mexican,Bluetooth Earpiece,Albino,Grey,Fisherman,Bubble Gum,3491,6,0.0243,0.052,0.017,0.0815,0.0198,0.028,0.0546,236.0108552016808,456
238,ApeGang #6244,Military,Silver Hoop,Devil,Brown,Military Helmet,Grin Gold,3491,6,0.0227,0.0482,0.0163,0.4242,0.0178,0.0309,0.0546,235.36407639230717,461
239,ApeGang #5799,Grey Striped T-Shirt,Diamond Stud,Albino,Cream,Sushi Chef,Shocked,3491,6,0.0259,0.0483,0.017,0.0845,0.0181,0.0316,0.0546,235.1810280156444,462
240,ApeGang #7612,,,,Cheetah,,,3491,1,0.2202,0.7565,0.3104,0.0294,0.3096,0.3141,0.0011,958.6030407692443,21
241,ApeGang #3491,Emperor,,Furious,Strong Dark Brown,Emperor,,3491,4,0.0001,0.7565,0.0001,0.1097,0.0001,0.3141,0.3968,30016.141508097116,1
242,ApeGang #3162,,,,Red Devil,,,3491,1,0.2202,0.7565,0.3104,0.0162,0.3096,0.3141,0.0011,986.3178303887959,16
243,ApeGang #708,,,,Rainbow,,,3491,1,0.2202,0.7565,0.3104,0.0195,0.3096,0.3141,0.0011,975.8714866091187,17
244,ApeGang #3831,,,,Tiger,,,3491,1,0.2202,0.7565,0.3104,0.0517,0.3096,0.3141,0.0011,943.9317950949592,25
245,ApeGang #3784,,,,Cream,,,3491,1,0.2202,0.7565,0.3104,0.0845,0.3096,0.3141,0.0011,936.4237548536946,27
246,ApeGang #5316,Military,,,Brown,Iron Man,,3491,3,0.0227,0.7565,0.3104,0.4242,0.0015,0.3141,0.2239,725.2704142956347,40
247,ApeGang #2856,Black Suit,Airpods,,Zombie,Green Beanie,Yawn,3491,5,0.0231,0.0475,0.3104,0.0028,0.0166,0.0329,0.2848,518.8545180849774,58
248,ApeGang #1764,Fireman,,Bruised,Zombie,Magician,Grin Gold,3491,5,0.0236,0.7565,0.0345,0.0028,0.0213,0.0309,0.2848,512.6451751200926,61
249,ApeGang #7392,Banana Shirt,,Black Sunglasses,Zombie,Fisherman,Corn,3491,5,0.0237,0.7565,0.0453,0.0028,0.0198,0.0326,0.2848,507.4250153088058,63
250,ApeGang #3078,Groom,,,Zombie,,Tongue Out,3491,3,0.0258,0.7565,0.3104,0.0028,0.3096,0.0316,0.2239,439.78789698486895,83
251,ApeGang #5913,Purple Hoodie,,Alien,Brown,Joker Hair,,3491,4,0.0232,0.7565,0.0167,0.4242,0.0036,0.3141,0.3968,390.1445819841269,123
252,ApeGang #7957,Banana Shirt,,Crazy,Brown,Batman,Cigarette,3491,5,0.0237,0.7565,0.0346,0.4242,0.0037,0.0323,0.2848,379.51634113879356,139
253,ApeGang #3281,Hippie,Diamond Stud,Scar,Brown,Batman,,3491,5,0.0247,0.0483,0.0347,0.4242,0.0037,0.3141,0.2848,369.3307917900607,156
254,ApeGang #819,Devil Wings,,3D Glasses,Brown,Cowboy,Covid Mask,3491,5,0.0045,0.7565,0.0315,0.4242,0.0184,0.029,0.2848,349.9893302913916,196
255,ApeGang #6091,Space Suit,,Alien,Cheetah,,Baby Pacifier,3491,4,0.0046,0.7565,0.0167,0.0294,0.3096,0.0337,0.3968,348.0307523313743,199
256,ApeGang #2278,Devil Wings,,Crazy,Tiger,Flower Crown,,3491,4,0.0045,0.7565,0.0346,0.0517,0.0198,0.3141,0.3968,327.9971044137373,228
257,ApeGang #6251,Batman,,Albino,Red Devil,Borsalino,Shocked,3491,5,0.0123,0.7565,0.017,0.0162,0.021,0.0316,0.2848,285.9504677414131,285
258,ApeGang #3017,Angel Wings,,Devil,Black,,Baby Pacifier,3491,4,0.0061,0.7565,0.0163,0.0868,0.3096,0.0337,0.3968,273.55045982864414,308
259,ApeGang #2333,Batman,Gold Hoop,Albino,Black,Stuntman Helmet,Joint,3491,6,0.0123,0.0475,0.017,0.0868,0.0197,0.0325,0.0546,272.54338173007716,309
260,ApeGang #4154,Pirate,,High,Rainbow,Halo,Beard,3491,5,0.0233,0.7565,0.0148,0.0195,0.0173,0.0309,0.2848,256.7671145607483,343
261,ApeGang #6067,Orange Striped T-Shirt,Bluetooth Earpiece,Scar,Red Devil,Red NBA Headband,Bubble Gum,3491,6,0.0241,0.052,0.0347,0.0162,0.0202,0.028,0.0546,254.80563855449572,354
262,ApeGang #9443,Joker,,Albino,Strong Dark Brown,Hotel Porter,Angry,3491,5,0.012,0.7565,0.017,0.1097,0.0164,0.0309,0.2848,249.44381535119913,369
263,ApeGang #4333,Iron Man,,High,Brown,Cowboy,Oh,3491,5,0.0122,0.7565,0.0148,0.4242,0.0184,0.0286,0.2848,246.0381333498046,385
264,ApeGang #813,Angel Wings,,Rainbow Sunglasses,Black,,,3491,3,0.0061,0.7565,0.0176,0.0868,0.3096,0.3141,0.2239,244.4751756483919,393
265,ApeGang #7351,Sheriff,,Cyclops,Rainbow,Cowboy,Covid Mask,3491,5,0.0245,0.7565,0.0183,0.0195,0.0184,0.029,0.2848,240.4068842839682,423
266,ApeGang #8049,Banana Shirt,Diamond Stud,Laser,Brown,Pirate,Oh,3491,6,0.0237,0.0483,0.0167,0.4242,0.0162,0.0286,0.0546,240.14409303215834,425
267,ApeGang #7919,Joker,,Alien,Brown,Chef's,Nose Ring,3491,5,0.012,0.7565,0.0167,0.4242,0.0188,0.0318,0.2848,235.04209471198814,463
268,ApeGang #5509,Prison Jumpsuit,Diamond Stud,Eye Patch,Brown,Green Beanie,Joker,3491,6,0.0238,0.0483,0.0336,0.4242,0.0166,0.0171,0.0546,231.87553816119092,497
269,ApeGang #1954,,,,Zebra,,,3491,1,0.2202,0.7565,0.3104,0.0481,0.3096,0.3141,0.0011,945.3794561170882,24
270,ApeGang #5591,Cop,,Black Sunglasses,Zombie,Pirate,Angry,3491,5,0.0245,0.7565,0.0453,0.0028,0.0162,0.0309,0.2848,518.9582064902505,57
271,ApeGang #7478,Hotel Porter,,Scar,Robot,Purple Beanie,Grin Gold,3491,5,0.0228,0.7565,0.0347,0.0035,0.0159,0.0309,0.2848,458.48103296954827,72
272,ApeGang #7557,Winter Coat,,,Red Devil,Joker Hair,Yawn,3491,4,0.0251,0.7565,0.3104,0.0162,0.0036,0.0329,0.3968,416.80563490811244,95
273,ApeGang #7556,Yellow NBA Jersey,,,Robot,Cop,Drool Rainbow,3491,4,0.0241,0.7565,0.3104,0.0035,0.0195,0.0326,0.3968,416.2286473960054,97
274,ApeGang #4576,,,Bruised,Robot,Yellow NBA Headband,Corn,3491,4,0.2202,0.7565,0.0345,0.0035,0.0186,0.0326,0.3968,407.5214448696115,106
275,ApeGang #3187,Iron Man,,,Brown,Joker Hair,Joint,3491,4,0.0122,0.7565,0.3104,0.4242,0.0036,0.0325,0.3968,399.93528809705657,111
276,ApeGang #5446,Cop,,Heart,Brown,Joker Hair,Oh,3491,5,0.0245,0.7565,0.033,0.4242,0.0036,0.0286,0.2848,391.05266119194675,120
277,ApeGang #7679,Yellow NBA Jersey,,Monocle,Brown,Joker Hair,Yawn,3491,5,0.0241,0.7565,0.034,0.4242,0.0036,0.0329,0.2848,386.268946810877,130
278,ApeGang #2474,Pimp Coat,,,Strong Dark Brown,Joker Hair,Bubble Gum,3491,4,0.0253,0.7565,0.3104,0.1097,0.0036,0.028,0.3968,369.19721331454866,157
279,ApeGang #5507,Space Suit,Gold Hoop,,Cheetah,Bandana,Grillz,3491,5,0.0046,0.0475,0.3104,0.0294,0.0186,0.0378,0.2848,359.40889412378414,179
280,ApeGang #9846,Devil Wings,,Bruised,Grey,Bandana,,3491,4,0.0045,0.7565,0.0345,0.0815,0.0186,0.3141,0.3968,324.2668467936474,233
281,ApeGang #5371,Space Suit,,,Grey,Laurel,Yawn,3491,4,0.0046,0.7565,0.3104,0.0815,0.0208,0.0329,0.3968,315.19699069346296,249
282,ApeGang #5041,Angel Wings,,Laser,Brown,Hippie Bandana,,3491,4,0.0061,0.7565,0.0167,0.4242,0.0182,0.3141,0.3968,288.14283710505015,282
283,ApeGang #4540,Angel Wings,,Hippie Glasses,Brown,Cop,Flames,3491,5,0.0061,0.7565,0.0341,0.4242,0.0195,0.0341,0.2848,281.0579955200128,299
284,ApeGang #9105,Angel Wings,,Round Glasses,Brown,Nurse,,3491,4,0.0061,0.7565,0.0348,0.4242,0.0184,0.3141,0.3968,256.4010009099017,344
285,ApeGang #4480,Pimp Coat,Airpods,Strabismus,White,Horn,Flames,3491,6,0.0253,0.0475,0.0149,0.0402,0.0183,0.0341,0.0546,254.85337938349957,353
286,ApeGang #4363,Winter Coat,Bluetooth Earpiece,High,Zebra,Banana,Yawn,3491,6,0.0251,0.052,0.0148,0.0481,0.0172,0.0329,0.0546,254.27868501541153,356
287,ApeGang #4410,Batman,Airpods,Robot Glasses,Brown,Bandana,Oh,3491,6,0.0123,0.0475,0.0249,0.4242,0.0186,0.0286,0.0546,251.91495989262927,362
288,ApeGang #1023,Batman,Bluetooth Earpiece,Hippie Glasses,Brown,Hotel Porter,Oh,3491,6,0.0123,0.052,0.0341,0.4242,0.0164,0.0286,0.0546,246.47013706653343,382
289,ApeGang #8620,Joker,,Rainbow Sunglasses,Tiger,Headphone,Flames,3491,5,0.012,0.7565,0.0176,0.0517,0.02,0.0341,0.2848,243.65250113637688,398
290,ApeGang #48,Cop,Bluetooth Earpiece,Squinting,Black,Banana,Beard,3491,6,0.0245,0.052,0.016,0.0868,0.0172,0.0309,0.0546,242.88484583423522,404
291,ApeGang #9033,Orange Hawaiian Shirt ,,Round Glasses,Red Devil,Fireman,Smoke Pipe,3491,5,0.0247,0.7565,0.0348,0.0162,0.0137,0.0311,0.2848,240.93001179157957,421
292,ApeGang #2742,Iron Man,,,Red Devil,Viking Helmet,Covid Mask,3491,4,0.0122,0.7565,0.3104,0.0162,0.0187,0.029,0.3968,238.71799046634072,431
293,ApeGang #8247,Red NBA Jersey,Gold Hoop,Blind,Strong Dark Brown,Red NBA Headband,Yawn,3491,6,0.0248,0.0475,0.0144,0.1097,0.0202,0.0329,0.0546,238.1505325393253,435
294,ApeGang #1979,Groom,,Blind,Cheetah,Green Beanie,Yawn,3491,5,0.0258,0.7565,0.0144,0.0294,0.0166,0.0329,0.2848,237.68695346312822,439
295,ApeGang #9515,Indian,Diamond Stud,High,Brown,Yellow NBA Headband,Corn,3491,6,0.0231,0.0483,0.0148,0.4242,0.0186,0.0326,0.0546,236.67222900102544,447
296,ApeGang #9811,Joker,,Squinting,Brown,Bandana,Flames,3491,5,0.012,0.7565,0.016,0.4242,0.0186,0.0341,0.2848,236.1127790055208,454
297,ApeGang #1644,Angel Wings,,Cyclops,Brown,,,3491,3,0.0061,0.7565,0.0183,0.4242,0.3096,0.3141,0.2239,233.13844384119292,490
298,ApeGang #9857,Hippie,,Heart,Ghost,Top Hat,Mustache,3491,5,0.0247,0.7565,0.033,0.0007,0.0168,0.0302,0.2848,1596.8297941597289,3
299,ApeGang #3080,,,Robot Glasses,Alien,Sombrero,Cigarette,3491,4,0.2202,0.7565,0.0249,0.0012,0.0185,0.0323,0.3968,966.8911467026171,18
300,ApeGang #4201,Lumberjack,Diamond Stud,,Zombie,Yellow NBA Headband,Smoke Pipe,3491,5,0.0227,0.0483,0.3104,0.0028,0.0186,0.0311,0.2848,514.5503214622128,60
301,ApeGang #1533,Sheriff,,,Brown,Iron Man,,3491,3,0.0245,0.7565,0.3104,0.4242,0.0015,0.3141,0.2239,722.0338773901236,43
302,ApeGang #1024,Black Tank Top,,,Ghost,Stuntman Helmet,Flames,3491,4,0.0227,0.7565,0.3104,0.0007,0.0197,0.0341,0.3968,1559.7749143641215,8
303,ApeGang #4962,Groom,Airpods,,Cheetah,Iron Man,,3491,4,0.0258,0.0475,0.3104,0.0294,0.0015,0.3141,0.3968,769.4181038439012,35
304,ApeGang #2065,Nurse,Bluetooth Earpiece,,Cream,Iron Man,,3491,4,0.0235,0.052,0.3104,0.0845,0.0015,0.3141,0.3968,749.2104571470545,37
305,ApeGang #5372,Red Hawaiian Shirt,,,Brown,Iron Man,,3491,3,0.0283,0.7565,0.3104,0.4242,0.0015,0.3141,0.2239,716.5532399054479,44
306,ApeGang #4789,Toga,,Sad,Zombie,,Tongue Out,3491,4,0.026,0.7565,0.0322,0.0028,0.3096,0.0316,0.3968,465.377878361729,71
307,ApeGang #1668,Orange Striped T-Shirt,Bluetooth Earpiece,Eye Patch,Robot,Groom,,3491,5,0.0241,0.052,0.0336,0.0035,0.018,0.3141,0.2848,438.4512266099525,84
308,ApeGang #9721,Groom,Bluetooth Earpiece,Scar,Brown,Joker Hair,Cigarette,3491,6,0.0258,0.052,0.0347,0.4242,0.0036,0.0323,0.0546,416.21882996706427,98
309,ApeGang #7875,Lab Coat,,Sad,Black,Joker Hair,Shocked,3491,5,0.0242,0.7565,0.0322,0.0868,0.0036,0.0316,0.2848,398.1554124164138,114
310,ApeGang #6810,Toga,Airpods,,White,Batman,Tongue Out,3491,5,0.026,0.0475,0.3104,0.0402,0.0037,0.0316,0.2848,393.0385172611488,115
